Genes	ES1	ES2	DE3	DE2	DE3	ES1	D4CF2	D4CF3	FS1	FS2	AS1	AS2	AS3
TFEC	1.01682	1	1	1	1	1.01682	1.00851	1.00819	20.4464	50.3069	1.00961	4.73746	1.70772
TGFB2	1.2989	1.35117	1.17936	1.49569	1.17936	1.2989	6.56792	9.5136	2.68151	1.55495	12.7023	1.21192	1.39064
TGIF1	155.75	148.997	134.516	139.458	134.516	155.75	61.6684	61.4702	29.9211	32.2802	62.2429	22.0215	40.8173
TGIF2LX	1	1	1.19498	1.12133	1.19498	1	1	1	1	1	1	1	1
THAP10	4.55727	4.63157	2.97275	3.2859	2.97275	4.55727	5.08938	6.83359	2.39143	2.54499	7.24123	1	3.41154
THAP5	9.22233	8.60389	7.45996	8.88625	7.45996	9.22233	13.2194	15.605	6.92499	10.1873	12.7482	10.1064	8.94488
THOC3	9.21258	7.51736	6.42944	6.13782	6.42944	9.21258	11.7898	11.2732	2.92259	5.14136	10.578	11.3721	8.36148
THOP1	12.9001	11.7177	15.7763	8.58221	15.7763	12.9001	19.6329	10.8264	9.34708	8.88528	17.5603	42.0533	26.1377
THSD7B	2.11379	1.95132	3.0447	3.72459	3.0447	2.11379	3.61683	2.74635	2.57388	1.42761	3.12233	1	1.03737
THUMPD1	34.359	38.2181	31.4865	41.4451	31.4865	34.359	26.1427	30.8681	18.0959	17.6651	26.2928	6.99493	15.3834
THY1	160.939	148.538	13.4342	7.65261	13.4342	160.939	16.6429	12.4468	22.2924	6.86032	16.2536	2.09827	42.8448
TIA1	60.7789	61.2833	64.7847	79.9295	64.7847	60.7789	58.5617	69.2384	39.176	32.8233	57.2811	20.3162	17.7643
TIGD4	2.85484	2.86101	4.20614	3.88952	4.20614	2.85484	3.65844	3.40328	1.6103	2.34999	2.94069	1.53089	1.41946
TIGD5	1.19795	1.27308	1.48263	1.17667	1.48263	1.19795	1.40019	1.22647	5.51719	4.4571	1.34553	7.54466	6.7455
TIGD7	5.30158	5.7101	5.15832	6.12697	5.15832	5.30158	6.15583	6.42531	5.79632	5.39541	6.54847	3.60916	3.3558
TIMMDC1	47.0193	49.0114	34.8022	38.239	34.8022	47.0193	40.5534	43.4814	21.0983	21.7332	41.3493	54.9001	51.2265
TIMP3	2.56185	2.55251	13.307	14.6183	13.307	2.56185	4.27687	4.85317	34.7089	11.0311	5.92203	5.32	108.79
TIPARP	10.0925	12.0922	23.7751	34.2565	23.7751	10.0925	14.8197	16.1786	7.74688	9.74132	16.4855	12.0576	8.55264
TIPARP-AS1	1.09345	1.07735	1.02682	1.03337	1.02682	1.09345	1.06668	1.02139	1.18127	1.3987	1.02511	1	1.21977
TKTL1	1.02299	1	1.02638	1	1.02638	1.02299	1.04376	1.16342	1.11998	1.07261	1.12355	1	1.04449
TLE3	8.05659	8.11755	12.152	10.5596	12.152	8.05659	18.2921	18.1824	17.1557	18.8784	15.6299	15.9083	13.0097
TLK1	32.6706	35.7899	19.6257	26.2774	19.6257	32.6706	23.4974	27.8848	12.4282	12.4011	23.8747	12.6255	9.8131
TLL1	1.07732	1.18205	1.15081	1.01104	1.15081	1.07732	1.02942	1.14154	2.80815	1.4937	1.35943	1.56987	2.98315
TLR1	1.04128	1.02278	1	1.02947	1	1.04128	1.01964	1.01889	2.13822	2.28668	1	1.45459	3.11501
TLR10	1	1	1	1	1	1	1	1	1.36002	1.59105	1	1	1.48268
TLR6	1.02884	1.07427	1.1103	1.13728	1.1103	1.02884	1.03658	1.0352	1.40848	1.5912	1.03098	1	1.61203
TLX1NB	1	1	1	1	1	1	1	1	1	1.05143	1	1	1.1262
TM4SF19	1.00039	1	1.00019	1	1.00019	1.00039	1.26753	1	1.28571	1.00006	1	1	1
TM4SF19-TCTEX1D2	1.14675	1.32616	1.08527	1	1.08527	1.14675	1	1	1.001	1.33549	1	1	1.20544
TM9SF4	36.0326	35.1426	47.408	39.099	47.408	36.0326	50.0712	39.8096	36.3151	45.0726	41.3372	10.8725	21.0716
TMC5	1.65556	1.90131	1.55795	1.47042	1.55795	1.65556	1.23878	1.24408	10.5101	17.0393	1.31439	59.6544	25.9839
TMC7	2.94598	2.9903	5.39699	5.36823	5.39699	2.94598	2.18696	2.5377	4.65252	4.28004	2.26658	1.57285	2.72374
TMCC1	9.31717	9.07308	11.2757	11.4136	11.2757	9.31717	9.28175	9.45512	7.50446	5.07402	9.68236	4.06255	5.42649
TMED3	26.9784	22.4398	19.2655	16.7483	19.2655	26.9784	29.8858	24.2289	37.6324	32.6334	30.4421	26.5298	95.7815
TMED9	81.4563	74.4307	119.517	101.588	119.517	81.4563	127.729	90.581	69.0636	67.5602	120.001	48.7924	125.559
TMEM101	8.07981	8.67819	9.54586	7.72053	9.54586	8.07981	22.1801	15.084	17.1857	24.8388	22.4963	10.0479	43.2647
TMEM105	1	1	1.04025	1	1.04025	1	1.01669	1.01605	1.41829	1.78869	1	1	1.20334
TMEM108	3.94116	3.91008	3.02268	2.11987	3.02268	3.94116	2.01867	2.18713	3.55186	1.04756	2.13399	1	1.64062
TMEM126A	54.5291	51.3973	32.7624	38.2584	32.7624	54.5291	37.6253	35.9081	17.0537	22.9318	39.84	36.0947	34.1919
TMEM126B	86.3165	86.0871	44.1073	66.4492	44.1073	86.3165	61.7045	79.3463	28.8893	38.1189	59.6597	53.2449	40.8634
TMEM132B	18.8143	19.6159	2.78424	3.60785	2.78424	18.8143	1.25282	1.35064	1.56922	1.15963	2.16665	1	1.5704
TMEM132E	1.11806	1.07239	1	1	1	1.11806	1	1	2.60347	1	1.01409	11.0974	1.50647
TMEM136	7.35779	7.85345	8.2508	8.90053	8.2508	7.35779	10.5494	11.6023	3.8205	2.61179	9.83252	1.64291	2.43897
TMEM138	12.5548	12.1205	8.44245	8.66717	8.44245	12.5548	10.3839	12.2632	8.24661	8.98697	10.0502	17.3867	15.6825
TMEM140	7.74934	7.28763	7.17274	5.75347	7.17274	7.74934	6.30068	7.02404	8.09518	10.6255	6.91179	9.38992	22.2438
TMEM160	1.12114	1.53477	2.66787	1.34597	2.66787	1.12114	2.4982	1.887	9.82401	9.76893	1.91085	63.548	4.5849
TMEM161B	10.5719	11.5712	8.89182	11.3323	8.89182	10.5719	10.1288	10.5393	9.00091	12.786	9.78712	10.944	8.36592
TMEM161B-AS1	9.85373	10.3517	3.9784	2.63796	3.9784	9.85373	8.66176	8.46306	4.06905	3.665	8.32314	6.35846	4.64712
TMEM17	2.39678	2.57661	1.83775	2.72263	1.83775	2.39678	2.69129	3.23733	2.20618	2.67986	3.1142	1.70064	1.55362
TMEM170A	22.2104	23.2031	18.773	22.202	18.773	22.2104	24.6035	28.1794	21.1428	21.8166	21.9197	3.85471	13.9121
TMEM171	1.51561	1.62604	1.17733	1.14713	1.17733	1.51561	1.24506	1.18861	3.38151	14.8146	1.27669	5.55858	37.4319
TMEM196	1.20747	1.22897	1.01984	1	1.01984	1.20747	1.13159	1.11077	1.7087	1.05456	1.29715	1	1.06681
TMEM200A	20.7966	21.1955	7.96752	7.99513	7.96752	20.7966	5.66038	5.00191	23.6465	26.9547	7.52304	10.8074	5.03162
TMEM202	1	1	1	1	1	1	1	1	1	1	1	1	1
TMEM212	1	1	1	1	1	1	1	1	1	1	1	1	1
TMEM217	1.26582	1.47692	1.56918	1.95311	1.56918	1.26582	1.33751	1.36856	1.29775	1.21135	1.19753	1	1.42809
TMEM244	1	1	1	1	1	1	1	1	1.11897	1	1	1	1
TMEM251	36.2462	38.3566	18.3383	25.3454	18.3383	36.2462	28.9334	35.1754	22.094	25.4752	32.5435	26.8525	29.9452
TMEM30B	9.41805	9.75	3.75119	3.77975	3.75119	9.41805	1.63776	1.47198	17.806	20.8347	1.51236	28.2174	37.7323
TMEM35	5.4503	5.36229	1.90702	2.00343	1.90702	5.4503	5.67961	6.65445	11.7762	1.53175	8.67387	1	4.57246
TMEM39A	12.4719	11.9954	13.8791	18.5274	13.8791	12.4719	15.1405	16.5173	10.5033	10.7283	15.3193	3.80843	6.78191
TMEM45A	10.7215	11.3745	5.33266	7.88382	5.33266	10.7215	33.7913	38.8719	8.48046	3.0637	35.7801	3.6641	5.83431
TMEM50B	8.86269	8.02409	19.924	25.3762	19.924	8.86269	11.7382	12.8569	15.248	19.0746	12.0123	12.9338	28.8431
TMEM51	3.97544	4.56588	2.79833	2.59868	2.79833	3.97544	1.88249	1.67336	17.6044	24.1723	2.07994	21.4742	27.7744
TMEM57	9.99216	9.90148	16.119	22.8357	16.119	9.99216	9.55496	10.8209	10.7458	9.08832	11.0948	11.8863	10.0096
TMEM59	90.0903	92.7783	60.7444	78.2323	60.7444	90.0903	70.3607	77.9189	126.938	139.816	68.2216	132.855	96.6693
TMEM60	35.3802	33.5363	23.8626	22.224	23.8626	35.3802	40.5456	53.2475	21.4769	23.2762	40.7377	17.3758	29.4505
TMEM65	11.9587	12.7272	15.2697	16.7631	15.2697	11.9587	15.2643	17.3314	9.06899	6.8282	15.5465	12.4218	5.49879
TMEM71	1	1.03455	1	1	1	1	1.05957	1.15985	1.37708	1.45968	1.16815	2.3819	1.66728
TMEM87A	29.0365	26.3368	22.0191	30.3625	22.0191	29.0365	24.3578	28.2514	27.8415	25.7133	23.9693	11.1937	18.6346
TMEM8C	1	1	1	1	1	1	1	1	1	1	1	1	1
TMPO	120.924	126.131	112.385	169.405	112.385	120.924	129.395	165.957	41.6352	45.9247	135.639	21.881	64.6587
TMPO-AS1	3.81663	3.63492	3.0639	3.34981	3.0639	3.81663	3.22502	3.6412	2.42693	2.26856	3.47376	1	2.90826
TMSB10	887.479	838.178	3197.38	2887.51	3197.38	887.479	1285.23	1178.79	683.73	618.161	1505.04	1840.86	1573.62
TMSB15B	18.6195	17.0526	43.6035	56.894	43.6035	18.6195	34.1881	42.7788	6.71374	4.38565	42.4098	1	6.596
TMTC3	20.062	21.5039	33.3953	44.0382	33.3953	20.062	15.8231	17.9545	7.74434	8.31027	14.2315	2.37207	4.53766
TMX1	50.8133	51.554	16.6433	25.2916	16.6433	50.8133	47.1383	58.0855	10.8801	14.6594	42.1814	7.47282	14.6633
TMX3	19.2994	19.749	21.251	27.4753	21.251	19.2994	23.8581	29.1249	14.1739	20.4017	22.1173	15.0214	12.5877
TNFAIP3	2.47359	2.51882	1.96415	1.86953	1.96415	2.47359	2.26291	2.50483	6.93688	12.2609	2.13812	10.1053	13.5763
TNFAIP8	16.5615	17.3378	37.5491	49.6465	37.5491	16.5615	19.3576	25.2671	11.5036	6.89607	18.0471	13.7125	7.9917
TNFRSF11A	9.9477	9.10006	3.65721	4.28898	3.65721	9.9477	2.59027	2.89807	12.4402	14.1656	2.45803	18.4783	29.0454
TNFRSF25	2.48072	3.09202	7.02753	2.95296	7.02753	2.48072	1.88921	1.49239	17.7886	23.2247	2.47583	26.0995	46.5583
TNFSF15	1.07058	1.03895	1.02025	1	1.02025	1.07058	1.09233	1.02423	2.50582	4.32384	1.13269	15.735	1.80061
TNFSF18	1	1	1.11523	1.14341	1.11523	1	1.09554	1	1.07469	1.15951	1	1	1
TNIK	21.1674	21.805	5.17115	5.29193	5.17115	21.1674	5.66695	7.5093	6.33103	13.0503	7.35313	18.8681	7.3023
TNNI2	1	1	1	1	1	1	1	1	1.32756	5.81464	1	8.40263	1.43363
TNPO1	80.3373	85.5399	52.3539	74.5561	52.3539	80.3373	69.4453	85.4383	24.9102	26.4446	69.2666	16.5371	14.4353
TNRC6C	5.02739	5.21557	6.52174	5.78395	6.52174	5.02739	6.07252	5.64896	4.66808	3.24985	5.82127	1.70876	3.64368
TNS4	1.14125	1.1403	1.2593	1.24204	1.2593	1.14125	1.17469	1.14221	1.01053	1	1.19724	1	3.26371
TOMM20L	3.69123	2.78212	2.23515	1.76862	2.23515	3.69123	4.07246	4.81828	1.90101	1.53579	2.87907	1	1.26628
TOMM40L	10.1195	8.5582	8.07654	7.29572	8.07654	10.1195	6.91567	7.06865	6.22129	6.78255	6.97622	24.9112	20.2203
TOP1	81.1745	82.7744	65.914	99.3488	65.914	81.1745	127.761	180.197	26.6007	35.6944	120.046	78.3254	28.4496
TOX	10.4743	11.3642	2.99534	2.68868	2.99534	10.4743	1.96622	1.81497	13.0391	6.68372	3.71987	6.50847	9.35429
TP53BP1	41.6935	42.2097	52.4146	67.883	52.4146	41.6935	35.7207	40.5756	20.1127	13.3872	36.1137	1.59969	6.1062
TP53I3	21.9989	21.9369	13.6479	12.1956	13.6479	21.9989	13.4609	13.6301	24.5065	18.311	15.1274	443.209	80.2775
TPGS1	1	1	1	1	1	1	1	1	7.21265	8.79402	1.19347	51.6225	24.867
TPGS2	54.7355	54.8697	42.6118	45.6033	42.6118	54.7355	64.6009	74.7193	18.2492	21.0752	67.9612	27.4694	16.7245
TPST1	10.6725	9.91227	23.7392	25.9637	23.7392	10.6725	22.7251	23.661	14.4655	5.32125	26.6415	2.30516	8.10426
TPTE	1	1	1	1	1	1	1	1	1	1	1	1	1
TPTE2	1.0609	1.06722	1.03563	1.08697	1.03563	1.0609	1	1	1	1.06983	1.13085	1.98107	1
TPTEP1	1	1	1	1	1	1	1	1	1.23232	1.07046	1	1	1.17314
TPX2	150.049	156.589	120.752	159.042	120.752	150.049	116.153	140.389	13.5526	11.8922	99.8233	1.69531	17.6625
TRAK2	9.3294	9.55389	8.64364	10.2663	8.64364	9.3294	6.54052	7.57994	19.4151	18.5403	7.14431	18.4684	12.7329
TRAM1	61.2761	60.6719	77.7601	100.765	77.7601	61.2761	66.335	81.8903	115.737	117.586	73.8765	49.1986	60.5629
TRAM1L1	2.31863	2.71992	2.85684	2.96861	2.85684	2.31863	3.33797	3.49617	5.2647	1.80466	3.80071	1	2.50933
TRAPPC13	16.7595	16.9337	16.7218	21.7061	16.7218	16.7595	14.8471	18.6647	9.44785	9.00204	16.1255	18.3199	9.23099
TRERF1	8.95506	8.92949	3.36262	2.4385	3.36262	8.95506	2.2191	2.11863	5.3953	3.19536	2.57537	2.13911	3.89951
TRIB2	53.8863	52.4806	15.1046	16.9271	15.1046	53.8863	36.0673	37.3765	26.0386	5.72657	44.445	7.39329	17.4993
TRIL	3.06058	3.08777	1.77517	2.10948	1.77517	3.06058	3.09966	4.15371	4.97842	2.34069	4.37459	1	4.17259
TRIM11	4.14137	4.24879	6.67119	4.60754	6.67119	4.14137	5.3053	3.11122	7.48264	7.06784	5.48348	23.2618	18.3761
TRIM17	1.26649	1.29322	3.38202	2.50763	3.38202	1.26649	4.16385	2.37535	1.9581	1.41357	4.47894	1.65327	2.49246
TRIM23	7.24563	7.78464	9.46325	11.4698	9.46325	7.24563	9.06641	10.3216	7.74616	7.37748	9.57174	2.65008	3.16954
TRIM28	114.055	103.515	129.193	67.8596	129.193	114.055	137.971	78.559	77.4352	86.1697	121.866	69.5616	48.1908
TRIM37	38.7557	38.9822	21.4884	26.2953	21.4884	38.7557	25.5129	32.5094	8.13026	6.08892	25.5871	7.34963	6.91891
TRIM38	1.60424	1.81137	2.23638	1.81972	2.23638	1.60424	1.22036	1.22123	6.93053	12.3862	1.29208	7.64091	10.1905
TRIM48	1	1	1	1	1	1	1	1	1	1	1	1	1
TRIM51HP	1	1	1	1	1	1	1	1	1	1	1	1	1
TRIM69	1.13482	1.34553	1	1.09195	1	1.13482	1.08521	1.24593	1.35977	1.07081	1.57672	1	1.435
TRIM77	1	1	1	1	1	1	1	1	1	1	1	1	1
TRIP4	15.4225	13.6423	22.2811	32.2745	22.2811	15.4225	17.9116	20.7198	11.3697	11.1237	19.1382	27.8435	10.7716
TRIQK	11.276	11.8739	9.87405	10.0938	9.87405	11.276	18.4447	20.417	16.5167	18.6344	17.4027	6.89987	8.56334
TRIT1	29.7649	29.5186	17.8443	25.654	17.8443	29.7649	29.2848	36.7629	11.4516	10.3496	27.5369	6.01059	7.87332
TRMT2B	10.3331	10.5129	7.84363	7.63779	7.84363	10.3331	7.24343	7.51123	6.69401	9.17603	7.48604	5.14355	9.41708
TRMT44	6.58328	5.7927	10.1822	10.3609	10.1822	6.58328	4.52154	3.95265	4.76014	4.98157	4.46521	2.8218	4.23852
TRMT5	11.0963	10.7337	6.97066	8.56883	6.97066	11.0963	12.0549	14.3952	5.67871	5.49221	10.831	1.94348	4.72666
TRMU	12.9674	11.7169	14.1934	19.1495	14.1934	12.9674	10.1619	11.3317	8.62032	9.05365	10.1697	11.0679	10.742
TRNAU1AP	16.9359	16.1668	21.3627	20.4346	21.3627	16.9359	14.3069	15.2123	6.2604	5.31396	14.664	20.3665	8.51233
TROAP	21.9441	21.7401	33.4063	14.8354	33.4063	21.9441	18.5868	8.85489	6.25157	6.88756	19.8775	1	12.7664
TRPC1	10.0343	10.1919	10.3271	10.8573	10.3271	10.0343	16.2175	17.1374	4.56176	2.60581	12.5756	1	2.22858
TRPC2	1	1	1	1	1	1	1.05151	1	1	1	1	1	1.21078
TRPC4	18.9487	19.9412	31.9479	31.3309	31.9479	18.9487	3.84249	3.70808	1.62965	1	4.58684	1	1.11678
TRPC4AP	40.7311	39.3008	45.5049	41.8899	45.5049	40.7311	40.4882	40.3104	31.9218	30.6281	37.7838	37.0915	29.0986
TSHB	1	1.37575	1	1	1	1	1	1	1.53832	1	1.36571	1	1
TSHZ1	1.01141	1.03778	1.27494	1.13035	1.27494	1.01141	5.49428	3.98699	21.5747	22.1442	6.50339	10.2825	8.50922
TSHZ2	1.12406	1.11059	1.11497	1.15671	1.11497	1.12406	1.55955	1.5594	5.7467	1.79762	1.77872	1.41911	2.81011
TSHZ3	3.3784	3.20239	1.37273	1.613	1.37273	3.3784	1.50774	1.47786	7.85794	2.83887	1.88485	2.02038	3.59741
TSNARE1	2.48904	2.54424	2.13231	1.28606	2.13231	2.48904	1.79339	1.4829	8.13602	13.2418	1.76585	13.2586	8.25178
TSPAN13	25.7105	30.1895	30.9768	46.349	30.9768	25.7105	33.6004	37.7828	83.8426	119.145	43.8914	79.121	56.7428
TSPAN15	6.26233	5.2752	4.60598	2.51337	4.60598	6.26233	4.82439	3.4752	28.3586	26.1491	4.25816	50.2447	53.168
TSPAN3	45.1531	42.6414	40.7014	58.782	40.7014	45.1531	103.802	118.466	129.578	117.606	101.551	112.01	111.036
TSPAN6	38.5625	37.9159	27.8563	40.573	27.8563	38.5625	67.6514	80.295	37.2882	40.3006	65.1677	6.05215	10.7791
TSPAN7	10.1055	10.2966	4.16949	4.11677	4.16949	10.1055	8.36503	8.36663	34.993	28.4519	12.3563	8.53023	52.8995
TSPY26P	2.45904	2.37172	3.66613	1.77168	3.66613	2.45904	2.18246	2.08815	4.4201	4.63429	2.33509	1	2.89325
TSPYL4	15.7331	15.6174	23.3319	31.4956	23.3319	15.7331	19.7287	23.3097	17.861	10.151	24.5224	2.83616	14.2164
TSTA3	20.5051	20.5937	24.8465	15.9408	24.8465	20.5051	11.8097	8.14984	24.6219	31.1377	12.2897	103.702	81.7046
TTC1	85.0705	79.125	60.7351	89.7857	60.7351	85.0705	59.9884	71.1644	23.2441	25.2297	61.2968	45.5424	36.9489
TTC12	4.00212	3.68493	6.96864	7.061	6.96864	4.00212	5.85054	6.4246	5.1268	9.27454	5.22564	1	3.1038
TTC13	6.52536	6.57045	7.12915	10.7393	7.12915	6.52536	6.40076	8.69947	8.95497	7.97027	8.0489	3.46906	4.86525
TTC14	16.2651	16.9277	16.8003	20.7778	16.8003	16.2651	21.3434	22.9894	26.8122	24.6958	20.3962	5.8189	9.04234
TTC17	30.3967	32.3834	29.5792	29.8344	29.5792	30.3967	38.5064	38.9471	28.1894	33.0167	36.0951	10.4539	10.8117
TTLL11	1.21178	1.35086	1.08224	1.25884	1.08224	1.21178	1.44515	1.49825	3.25039	2.58492	1.83014	3.66843	4.91164
TTN-AS1	5.39491	5.85139	7.94724	9.17535	7.94724	5.39491	4.64826	4.40235	5.03111	3.83295	3.20076	1	3.01796
TTYH1	3.48	2.45421	1.18948	1.14149	1.18948	3.48	2.98625	1.81629	5.09393	6.18994	4.47716	1	1.70423
TUB	15.071	15.5288	6.84275	6.87914	6.84275	15.071	11.5532	10.3548	14.8752	5.05838	11.2403	1.20166	4.34545
TUBA3C	1	1	1	1	1	1	1	1	1	1	1	1	1
TUBA4A	15.3449	14.4887	5.97361	4.80498	5.97361	15.3449	9.70442	6.25199	17.3719	15.1792	6.77285	48.2616	54.5024
TUBA4B	1.13939	1.10257	1	1	1	1.13939	1	1	1.0692	1.03674	1	1	1.09029
TUBB6	43.0517	39.7754	42.9459	46.1345	42.9459	43.0517	23.4233	26.9806	26.0114	7.45619	25.0428	22.7149	38.2101
TUBB8	1.29418	1.27829	1.04822	1.06001	1.04822	1.29418	1.07996	1	1.0313	1.13288	1	1	1.0816
TUBBP5	2.37918	2.44849	2.35274	2.3024	2.35274	2.37918	1.02116	1	1.04973	1.01756	1	1	2.84999
TUBE1	9.27462	9.32571	7.01997	11.7352	7.01997	9.27462	11.1322	14.4034	8.6049	9.57253	11.7951	4.45301	8.02278
TUFT1	8.13784	7.83447	7.64042	8.5199	7.64042	8.13784	7.11171	6.05002	13.5505	15.6814	7.32038	9.07084	6.89166
TULP4	5.2461	5.7794	7.73402	7.55504	7.73402	5.2461	5.50277	5.48077	7.91823	9.57592	5.32382	7.1322	5.42127
TXNDC12	57.3298	54.0314	42.7623	61.123	42.7623	57.3298	69.3996	76.2255	26.6836	33.5038	65.5426	21.3367	41.8216
TXNDC16	13.9165	13.4334	6.91961	7.80772	6.91961	13.9165	21.1255	21.2864	9.95265	7.68051	19.5305	1.81502	3.33709
TXNDC9	37.6693	39.0604	32.3899	47.5982	32.3899	37.6693	27.6156	35.4307	10.4827	9.9882	25.8287	30.1514	24.9966
TXNL1	104.097	101.424	77.1955	101.864	77.1955	104.097	101.671	117.093	37.1076	40.864	105.22	86.3266	32.2986
TXNRD1	87.6454	86.3756	75.4626	95.8761	75.4626	87.6454	63.124	75.2157	17.4249	14.6612	59.1564	47.8733	43.5988
UACA	12.9726	14.1413	15.0958	21.5918	15.0958	12.9726	12.797	14.5968	14.1862	16.5746	11.4438	23.5552	10.1069
UBA6	21.4778	23.5908	21.835	23.9315	21.835	21.4778	26.3351	31.3176	11.503	10.9002	22.8559	6.57703	6.21591
UBA6-AS1	8.70001	8.11072	6.88991	8.59225	6.88991	8.70001	9.57149	9.46215	4.86399	7.57508	9.60882	5.61954	4.3965
UBAC2	26.2782	25.2499	26.2866	25.1389	26.2866	26.2782	38.3047	39.0036	22.9854	27.6063	34.5923	36.9284	41.3614
UBAC2-AS1	2.13904	2.16732	1.79351	1.81328	1.79351	2.13904	2.00625	2.11707	1.36404	1.60741	1.74297	1	1.52546
UBE2D1	35.1293	34.9817	25.5958	34.316	25.5958	35.1293	26.8734	34.052	9.71737	7.89599	26.5542	9.34852	9.25627
UBE2E4P	25.9996	24.929	14.5216	21.0963	14.5216	25.9996	32.1316	35.8205	6.66479	8.47036	34.6138	11.1497	16.0416
UBE2M	16.2311	16.1655	20.7554	14.5938	20.7554	16.2311	16.9868	12.024	14.1634	14.3148	15.1825	52.2487	32.6599
UBE2Q2L	1.18582	1	1	1	1	1.18582	1	1	1	1	1	1	1.3715
UBE2R2	32.1256	33.0127	37.9069	43.2096	37.9069	32.1256	49.9219	59.4951	22.4098	23.8241	50.9518	42.8118	22.5994
UBE3A	40.5023	42.9494	34.1553	43.9938	34.1553	40.5023	47.1227	60.3449	26.5028	23.5307	44.5148	22.5626	18.6026
UBE3B	10.0231	11.3828	13.6296	12.4291	13.6296	10.0231	11.501	12.1753	13.2471	14.7809	12.6682	10.047	9.67616
UBE4A	21.4869	23.7555	21.7538	28.8472	21.7538	21.4869	15.7488	18.5694	22.2618	25.1993	16.4695	12.3908	13.4717
UBR2	12.037	11.5615	11.2798	13.9404	11.2798	12.037	11.6609	13.1132	14.306	14.0077	10.1386	9.73574	7.05876
UBTD2	40.7458	41.6697	24.6158	33.2781	24.6158	40.7458	54.6968	70.5563	22.9004	24.2637	59.0601	20.6865	21.3247
UBXN2B	18.4998	19.9543	18.6304	20.7288	18.6304	18.4998	19.1557	23.001	7.92413	7.77547	20.5219	3.46949	7.30781
UCK1	13.9022	13.2884	11.3617	10.6273	11.3617	13.9022	14.4554	14.5119	14.4576	18.229	16.077	20.2318	15.8576
UCK2	28.1083	28.5529	12.7901	13.672	12.7901	28.1083	25.2913	25.1653	5.49702	5.81416	25.1292	14.7547	18.1934
UCN3	1	1	1	1	1	1	1	1	2.92675	5.54725	1	1	4.82406
UEVLD	7.47421	6.72779	8.65303	10.3586	8.65303	7.47421	5.42603	6.47212	8.83618	8.71889	5.52626	4.85619	6.07571
UGT2A1	1.08916	1.0738	1.00021	1	1.00021	1.08916	1	1	1	1	1.04789	1	1
UGT2A2	1	1	1.05282	1	1.05282	1	1	1	1.06888	1	1	1	1
UGT2B17	1	1	1	1	1	1	1	1	1	374.936	1.03135	116.243	156.721
UGT2B7	1	1.07165	1.03725	1	1.03725	1	1.06177	1.11885	9.89975	11.4099	1.31383	116.366	16.4762
UGT3A1	3.33193	3.60633	3.26241	3.54537	3.26241	3.33193	2.99606	3.37298	2.56545	109.4	2.92381	5.94975	2.50105
UNC119B	41.0776	41.1188	30.8802	32.3926	30.8802	41.0776	51.4922	55.855	11.4424	11.5662	51.4983	5.86346	19.9596
UNC13B	20.1563	20.4405	19.5434	19.258	19.5434	20.1563	14.0744	13.4812	16.3436	13.4478	12.7449	11.7094	11.9212
UNC5B	9.93551	9.42324	3.89259	2.70034	3.89259	9.93551	8.60881	5.45715	8.36435	10.6594	9.04598	1.5413	11.0096
UNC5B-AS1	1.12332	1.13611	1	1	1	1.12332	1	1	1.82496	1.09812	1.13247	1	1.24342
UPB1	1.08798	1	1.47107	1.16751	1.47107	1.08798	1.0558	1.05368	2.11431	5.65457	1.0315	5.52861	1.1136
UQCRB	32.2287	32.1066	30.2438	39.0867	30.2438	32.2287	37.0399	41.5666	13.874	15.946	39.6445	54.582	27.047
UQCRFS1	91.8408	87.8384	46.1702	62.8777	46.1702	91.8408	56.4928	68.6054	23.1345	35.919	56.6941	217.043	199.061
URI1	41.9987	42.0369	24.8394	30.1592	24.8394	41.9987	42.0022	49.8239	20.5668	21.2857	38.9761	23.399	16.992
UROD	36.8907	32.8984	74.0435	47.07	74.0435	36.8907	46.5939	27.9099	23.5384	25.6621	39.7961	57.2286	18.3649
USP15	12.2385	12.2683	8.80146	10.5675	8.80146	12.2385	8.91007	11.831	11.3693	11.1682	9.51193	17.4198	7.56573
USP16	22.1115	23.8049	22.7907	31.8288	22.7907	22.1115	23.3693	28.2071	20.4774	19.7258	25.0341	29.2719	17.38
USP17L3	1	1	1	1	1	1	1	1	1	1	1	1	1
USP17L8	1	1	1	1	1	1	1	1	1	1	1	1	1
USP19	11.6131	10.2336	14.1936	9.00661	14.1936	11.6131	11.3288	7.96559	15.4564	16.0182	10.4564	21.4897	13.4447
USP29	1	1	1	1	1	1	1	1	1	1	1	1	1
USP34	31.4392	33.2527	29.1876	34.9924	29.1876	31.4392	22.7391	28.4256	19.2879	17.9813	22.5293	11.3705	7.75083
USP51	4.23976	4.64739	9.79302	11.1632	9.79302	4.23976	6.78075	8.1335	4.39434	6.08942	6.53461	1	1.30142
USP54	12.9096	12.5757	20.4927	24.1211	20.4927	12.9096	13.7087	13.084	14.5254	11.8278	13.0643	2.61194	6.09355
UTP20	26.9829	28.5328	13.8632	19.738	13.8632	26.9829	13.8084	18.1211	5.21357	4.69693	13.8556	1.68137	3.06925
VAC14	11.598	10.6325	11.8588	7.79816	11.8588	11.598	12.0712	9.1614	7.15062	15.0407	11.2072	12.6462	10.8219
VAC14-AS1	1.10802	1.11922	1.3418	1.30852	1.3418	1.10802	1.02569	1.02472	1.10327	1.06396	1.02901	1	1.20913
