Genes	AS1	D4CF1	ES1	FS1	AS1	D4CF2	ES2	FS2	AS3	D4CF3	DE3	ES3
LOC101928438	1	1.08315	1	1.06074	1	1	1.17466	1.08999	1	1	1	1.09356
LOC101928440	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928441	1.16336	6.81529	1.19009	1.11328	1	1.10851	5.01756	1.16784	1	1	1.1044	5.97295
LOC101928442	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928443	1	1	1	1.2229	1	1	1	1	1.12612	1	1	1
LOC101928445	1.06664	1.06327	1.55814	1.58332	1	1.05902	1.17714	1.2738	1.17141	1.48059	1	1.21348
LOC101928446	1	1	1	1.01062	1	1	1	1	1	1	1	1
LOC101928448	1	1	1	1	12.5929	1	1	1	1.05899	1.29094	1	1
LOC101928449	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928455	1	1	1	1.1848	1	1	1	1	1	1	1.22832	1
LOC101928460	1	1	1	1	1	1	1.04013	1	1	1	1	1.03225
LOC101928469	2.50974	1.92337	1.30378	1.16948	1	2.22969	1.54239	1.33425	1	1.14838	2.94221	1.78612
LOC101928471	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928489	1	1.06299	1.21619	1.20731	1	1.05876	1.0882	1.13634	1.07317	1.11967	1.05654	1.07087
LOC101928491	1	1.26656	1.1307	1.14593	1	1	1.55993	1.21637	1	1	1.11963	1.29993
LOC101928495	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928505	1	1	1.03747	1.05583	1	1	1	1.04136	1.11844	1	1	1.04299
LOC101928514	1.02037	1	1	1.01413	1	1	1.02708	1	1.04489	1	1.01736	1.02176
LOC101928516	1	1	1	1.08734	1	1	1	1	1	1	1	1
LOC101928517	1	1	1.07009	1	1	1	1.05004	1	1	1	1	1
LOC101928519	1	1	1	1	1	1	1	1	1.02237	1	1	1
LOC101928523	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928530	1.34622	1	1.48347	1.11966	4.64594	1.7666	1.23013	1	1	1	1.59002	1.18491
LOC101928535	1	1.07188	1	1.02624	1	1	1	1	1	1	1	1
LOC101928536	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928537	1	1	1.06795	1.05058	1	1	1	1.07499	1	1	1	1.07797
LOC101928539	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928545	2.14395	1.43437	1.21298	1.87107	1	1.6079	1.30415	1.7052	1.59231	1.62845	1.49864	1.48876
LOC101928559	1	57.6737	1.05558	1	1	1	49.6511	1	1.04398	1	1	42.6413
LOC101928564	1	1	1	1	1	1	1	1	1.44186	1	1	1
LOC101928567	1	1	1	1	1	1	1	1	1	1.14309	1	1
LOC101928569	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928571	1	2.73962	1.52329	1	1	1.87764	2.84844	1.61996	1.21145	1	1.25587	2.9025
LOC101928580	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928597	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928600	1	1	1	1	1	1	1	1.06153	1	1	1	1
LOC101928604	1	1	1	1	1	1.0588	1.08825	1	1.09786	1.12048	1	1.21273
LOC101928611	1	1	1	1.052	1	1	1	1	1.11069	1	1	1
LOC101928618	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928651	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928663	1	1	1.06374	1	1	1	1	1	1	1	1	1
LOC101928674	1.47711	2.97723	2.46897	1	1	1.42257	2.47995	3.42119	1.47212	2.16254	1.81307	3.30509
LOC101928682	1	1	1	1.08124	1	1	1	1	1	1	1	1
LOC101928689	1.55555	1.7671	1.75226	1.14006	1	1.13419	1.80568	1.93402	1.29744	1.09138	1.51641	1.64735
LOC101928694	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928700	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928708	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928710	1	1	1.14608	1.01979	1	1	1	1.02931	1	1	1.06685	1.03047
LOC101928730	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928731	1	1.08056	1.19987	1.09101	1.87316	1.11499	1.17227	1	1.09615	1.53665	1	1.04533
LOC101928736	6.82397	3.47693	3.83544	2.56604	13.5564	5.57896	3.53898	3.34714	3.07527	5.73326	6.3275	3.80092
LOC101928737	1	1	1.16021	1.59483	1	1	1	1.17682	1.25569	1.31862	1	1
LOC101928738	1.08825	1	1	1.15298	1	1	1	1.04534	1.29221	3.45533	1	1.04713
LOC101928744	1	1	1	1.04008	1	1	1	1	1.04242	1	1	1
LOC101928748	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928766	1.01158	1.04398	1	1.20897	1.47407	1	1.06159	1.0119	1.34857	1.64937	1	1.03711
LOC101928767	1.1099	1	2.02308	1.22825	1	1.19467	1.73048	1.33874	1.40631	1	1	1.82171
LOC101928769	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928773	1	1	1	1.04028	1	1	1	1	1	1	1	1
LOC101928775	1	1	1.88521	1	1	1	1	2.30263	1	1	1	1
LOC101928778	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928782	1	1	1	1	1	1	1.07611	1	1	1	1	1
LOC101928784	2.30604	1.4585	1.34727	1.63511	1	1.60479	1.89409	1.69897	2.13165	1.9775	2.62822	1.51595
LOC101928790	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928791	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928794	1.43554	2.0336	1.91226	2.0553	1	1.57858	1.86845	1.55933	1.24151	1.19919	1.64941	1.58149
LOC101928795	1	1	1.05656	1	1	1	1	1	1	1	1	1
LOC101928796	1	1.38732	1.18992	1.61263	1	1	1.3616	1.2096	1	1.12345	1	1.50845
LOC101928797	1	1.20369	1	1.22313	1	1	1	1	1.0395	1	1	1
LOC101928804	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928812	2.61577	1.41438	1.75209	1.83733	1	2.60838	2.34293	1.82955	1	2.50728	1.69093	1.43141
LOC101928823	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928837	3.20124	9.32882	3.45798	2.20969	10.733	1.71694	9.18964	2.80932	2.66662	3.57472	5.12643	6.17475
LOC101928844	1	1	1	1.04134	4.6928	1.05282	1	1	1	4.56726	1	1
LOC101928847	1.8825	1.12888	1.12639	1.26284	1	1.48099	1.09024	1.31386	1	1.06123	2.04118	1.03626
LOC101928855	1	1	1.03642	1	1	1	1	1	1.02874	1.17597	1	1
LOC101928861	1	1	1.09167	1.03413	1	1	1	1	1	1.17813	1	1.05262
LOC101928865	1.32672	5.41962	3.96548	1.22656	1	1.32553	4.58323	3.76936	1.2103	1.14753	1.27839	3.61734
LOC101928869	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928880	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928882	1	1.08349	1.10235	1	1	1	1.05846	1.13555	1	1.07915	1	1
LOC101928886	1	1.07653	1.22514	1.08385	1	1	1.05358	1	1.02965	1.07279	1	1
LOC101928891	1	1	1.34074	4.4621	6.09235	1	1.32439	1	4.1604	9.50228	1	1.39096
LOC101928894	1	1	1.14988	1	1	1.1426	1	1.08271	1	1	1	1
LOC101928896	1	1.43438	1.1065	1	1	1	1.15208	1	1.08462	1.20949	1	1
LOC101928909	1.05654	1	1	1.11757	1	1	1.07516	1	1	1	1.1927	1
LOC101928911	1	1	1	1	1	1	1	1	1	1	1	1
LOC101928922	1.06753	1	1	1	1	1.05981	1	1	1	1	1	1
LOC101928936	1.01557	1	1	1	1	1	1	1	1	1	1	1
LOC101928937	1	1	1	1	1	1	1.18714	1	1	1	1	1
LOC101928940	1	1	1.01506	1	1	1	1	1.01662	1	1	1	1
LOC101928943	1.26926	1	1.18394	1.68254	1	1.35001	1	1.27673	1.14707	2.0157	1.45919	1
LOC101928961	1.01641	1.03116	1.19861	1.03416	1	1	1.04363	1.15175	1.0241	1	1	1.07012
LOC101928988	1	1	1	1.42169	1	1.05988	1.17976	1	1.19934	1.12273	1.05761	1
LOC101928992	1	1.04668	1.02289	1	1	1	1.03268	1	1	1	1	1.02626
LOC101929010	1	1	1	1	1	1	1	1	1	1	1	1
LOC101929034	1	1	1	1	1	1	1	1	1	1	1	1
LOC101929057	1.0686	1.22972	1.14244	1.23565	1.2429	1.07306	1.01845	1.09923	1.22819	1.09585	1.1204	1.04495
LOC101929059	1	1	1	1.54373	1	1	1	1	1.17726	1	1	1
LOC101929064	1	1.14797	1	1.21599	1	1	1.20721	1.08007	1	1	1	1.24974
LOC101929076	1	1	1	1.02282	1.67576	1	1	1	1.04837	1	1	1
LOC101929080	1	1	1	1.05437	1	1	1	1	1.02884	1.28314	1	1
LOC101929084	1	1	1	1	1	1	1	1	1	1	1	1
LOC101929086	1	1	1	1.01592	1	1	1	1	1.01686	1	1	1
LOC101929099	1	1.14618	1.27195	1.34908	1	1.0807	1.17316	1.05647	1.14934	1.25008	1.06212	1.2804
LOC101929106	1	1	1	1	1	1	1	1.02787	1	1	1	1
LOC101929124	1	1	1	1	1.38164	1	1	1	1.01368	1	1	1.01989
LOC101929125	1.1169	1	1	1	1	1	1	1	1	1.64253	1.09961	1.12487
LOC101929140	2.19628	1.51914	1.12728	1.18965	1	2.60442	1.40894	1.49164	1.17592	1.24663	2.36882	1.51112
LOC101929144	1	1	1	1.02491	1	1	1	1	1	1	1	1
LOC101929148	1	1	1	1	1	1	1	1	1	1	1	1
LOC101929153	1	1	1	1	1	1	1	1	1	1	1	1
LOC101929154	1	1	1	1	1	1	1	1	1	1	1	1
LOC101929162	1.12417	1.46596	1.47464	1.47964	1.83961	1.22155	1.44233	1.55982	1.69818	1.22476	1.21171	1.49977
LOC101929164	1	1	1	1.04959	1	1	1	1	1	1	1	1
LOC101929172	1	1	1	1	1	1	1	1	1	1	1	1
LOC101929173	1	1	1	1	1	1	1	1	1	1.16402	1	1
LOC101929181	1	1.10317	1	1	1	1	1	1.05583	1	1	1.0463	1.05804
LOC101929196	1.14039	1	1	1.16238	1	1.12434	1	1.14425	1	1	1	1
LOC101929207	1	1	1	1	1	1	1	1	1	1	1	1
LOC101929217	1	1	1	1.27308	1	1	1	1	1	1	1	1
LOC101929221	2.21535	1	3.90938	1.36005	1	1.61509	1	2.78387	1	1	1.7397	1
LOC101929224	1	1	1.10269	1.07637	1	1.1954	1	1	1	1	1.09399	1
LOC101929225	1.44315	1.1202	2.06097	1.08778	2.30747	1.50463	1.75744	2.04071	1.41984	1.11482	1.3776	1.60859
LOC101929231	1.71459	1.33918	1.58337	2.57189	2.85329	1.87094	1.3572	1.36739	2.80929	1.65343	1.83837	1.38223
LOC101929234	1.40196	1	1.04677	1.13934	1	1.267	1.06679	1	1.5918	1.27273	1.12844	1.05367
LOC101929239	1.05355	1	1	1.03712	1	1	1	1	1	1	1	1
LOC101929241	1	1	1.11323	1.04215	1	1	1	1	1	1	1	1
LOC101929259	1	1	1	1	1	1	1	1	1	1	1	1
LOC101929260	1	1	1	1	1	1	1	1.07784	1	1	1	1
LOC101929265	1	1.1663	1	1	1	1.07758	1.46577	1	1.06466	1	1	1.56136
LOC101929268	1	1	1	1.169	1	1	1	1	1.03979	1	1	1
LOC101929282	1	1	1	1	1	1	1	1	1	1	1	1
LOC101929284	1	1	1	1.07055	1	1	1	1	1	1	1	1
LOC101929295	1.06816	1.0647	1	1.11818	1	1	1.04531	1	1.05012	1.36887	1	1
LOC101929312	1	1	1	1	1	1	1	1	1	1	1	1
LOC101929319	1	1	1.03264	1	1	1	1.04661	1	1	1	1	1
LOC101929335	1	1	1	1.68102	1	1	1.04188	1.01729	1.03722	1.18711	1	1.01912
LOC101929344	1	1	1	1	1	1.1424	1	1	1.11863	1	1.0685	1.08587
LOC101929369	1	1	1	1.60996	1	1	1	1	1.05409	1.1333	1	1
LOC101929371	1	1	1	1	1	1	1	1	1	1.18258	1	1
LOC101929372	1	1.14177	1.06687	1	1	1	1.34179	1.1107	1.05282	1	1	1.04143
LOC101929374	1.16462	1	1	1.68424	1	1	1	1	2.5184	1.29964	1	1.08792
LOC101929380	1	1	1.08624	1	1	1	1	1	1	1	1	1
LOC101929384	1	1	1	1	1	1.09331	1	1	1	1	1.0269	1
LOC101929395	1	1	1	4.29827	1	1	1	1	3.51736	2.11057	1	1
LOC101929406	1	1	1.04155	1.21661	1	1	1	1.04585	1.13136	1.16133	1	1.14301
LOC101929412	1	1	1	1	1	1.02699	1	1.03131	1	1	1	1
LOC101929413	1	1	1	1	1	1	1	1	1	1.05873	1	1
LOC101929420	1	1	1	1.05989	1	1	1	1	1.08462	1.15561	1	1
LOC101929427	2.15038	1	1.26774	1	1	1.38643	1.58003	1.44828	1	1	1.5577	1.61434
LOC101929439	1	1.05182	1	1.03787	1	1	1	1.04069	1.16048	1	1	1
LOC101929452	1	1	1	1	1	1.15943	1.23931	1	1	1	1	1.19228
LOC101929454	1	1	1	1	1	1	1	1	1	1	1	1
LOC101929478	1	1	1	1	1	1	1	1	1	1	1	1
LOC101929486	1.04152	1	1	1.0144	1	1.01839	1	1.02133	1	1	1.03538	1
LOC101929505	1.03039	1.0577	1.02829	1	1	1	1	1.06245	1	1	1	1.19478
LOC101929512	1.15861	2.80678	1.29545	1.43226	1	1.14048	1.4217	1.16298	1	1.29289	1	1.50825
LOC101929524	1.03992	1.0758	1.1115	1.24917	1	1.07072	1.05307	1.08204	1.23493	1.14419	1.10205	1.08529
LOC101929526	1	1	1	1.02731	1	1	1	1	1	1.07112	1	1.04207
LOC101929528	1	1	1	1	1	1	1	1	1	1	1	1
LOC101929532	1	1	1	1.14939	1	1	1	1	1.02977	1.06523	1	1
LOC101929539	1	1	1.15176	1.56356	1	1	1.21671	1.16749	1.60508	1	1	1.69649
LOC101929549	1.11232	1.31987	1.83649	6.17757	12.5837	1.04974	1.59726	1.577	12.9115	4.1534	1.04785	1.17996
LOC101929551	1	1	3.97249	1	1	1	1	3.2625	1	1	1	1
LOC101929555	1.9498	1.05465	1.32153	1.3394	1	2.22359	1.03826	1.23657	1.08462	1	1.78479	1.12297
LOC101929567	1	1.0129	1.01898	1.38678	1	1	1.00903	1.0419	1.8079	1.23176	1.00579	1.01452
LOC101929570	1	1.03986	1.01955	1	1	1	1	1	1	1	1	1
LOC101929572	1	1	1	1	1	1	1	1	1	1	1	1
LOC101929584	1	1	1.14339	1	1	1	1	1.10767	1	1	1	1
LOC101929586	1	1.04978	1.0236	1.0179	1	1	1.03404	1	1.03725	1	1	1
LOC101929591	1	1.69856	1.45684	1.21252	1	1	1.32616	1.12601	1.04519	1	1.10451	1.19653
LOC101929596	1	1.3602	1	1	1	1	1.25221	1	1	1.2294	1	1.20265
LOC101929607	1	1	1.04258	1.06343	1	1.04051	1.06081	1	1	1	1.03898	1.04886
LOC101929608	1	1	1	1	1	1	1	1	1.0412	1	1	1
LOC101929613	1	1	1.46297	1.34316	1	1	1	1.51096	1	1	1	1
LOC101929625	1	1	1	1	1	1	1	1	1	1	1	1
LOC101929631	1	1	1	1	1	1	1	1	1	1	1	1
LOC101929633	1	1	1	1.19106	1	1	1.18356	1	1.40927	2.26998	1	1
LOC101929645	1	1	1	1	1	1	1	1	1	1	1	1
LOC101929653	1	1	1.02646	1.00986	1	1	1	1.0146	1	1	1	1
LOC101929655	1.19339	1	1.67328	2.12851	1	1.82999	1	1.55254	2.35002	1.7321	1.33658	1.28207
LOC101929657	1.0182	1.2073	1.05084	1.19031	1	1.04836	1.07259	1.03741	1.1871	1.13092	1.03102	1.07775
LOC101929663	1	1	1	1	1	1	1	1	1	1	1	1
LOC101929664	1.06801	1.40521	2.80572	1.1548	1	1	1.27028	1.93527	1	1.11527	1	1.44226
LOC101929679	1	1	1.13849	1.10308	1	1.13175	1.19776	1.30568	1.21941	1	1.12676	1
LOC101929680	1	1	1	1	1	1	1	1	1	1	1	1
LOC101929681	1	1	1	1	1	1	1	1	1	1	1	1
LOC101929685	1	1	1	1	1	1	1.17146	1	1	1	1	1.13777
LOC101929690	1	1	1	1	1	1	1	1	1	1	1	1.05306
LOC101929694	1	1.12271	1.03008	1.02241	1	1	1	1.06641	1	1	1	1.06904
LOC101929696	1	1	1	1	1	1	1	1	1	1	1.23808	1.297
LOC101929698	1	1	1	1.02672	1	1.06634	1.04979	1	1	1.2028	1	1
LOC101929701	1	1	1	1	1	1	1	1	1	1	1	1
LOC101929715	2.47147	1.49301	1.64463	1.65953	1	2.14992	1.46027	1.80039	2.15004	1.78839	2.32757	1.8321
LOC101929717	1.13277	1.10083	1.14833	1.29473	1	1.23519	1	1.02728	1.01951	1.04784	1.29415	1.02836
LOC101929718	1.83255	1.21942	1.81433	5.98439	2.0999	2.02535	1.92187	1.89384	3.4735	1.93623	1.98084	1.54906
LOC101929723	1.10031	1.19045	1	1.4181	1	1.08884	1	1	1	1.18321	1	1
LOC101929733	1	1.43018	1	1.78213	5.81847	1	1	1	1	2.27167	1	1
LOC101929736	1.61557	1.38957	1.57306	3.12597	1	1.18173	1.54555	2.0541	3.29217	1.3823	1.34968	1.87669
LOC101929743	1.03609	4.97906	1.0336	1.02503	1	1	3.31011	1	1.02646	1.06533	1	3.23964
LOC101929746	1.13278	1.75624	1.74161	1.36747	1	1	2.41204	1.54566	1	1.97602	1	1.7091
LOC101929753	1	1	1	1	1	1	1	1	1	1	1	1.05663
LOC101929760	1	3.04422	1.25059	3.04211	1	1.4768	2.43136	1.55312	1.40287	1.50775	1.22936	2.43759
LOC101929765	1	1	1.10136	1.03774	1	1	1	1	1.04009	1.19715	1	1.05815
LOC101929767	3.27091	7.58076	5.11689	4.14362	13.4661	2.37615	6.72006	4.56123	5.77585	5.60078	3.44422	5.59599
LOC101929829	1	1.00002	1.00002	1.00038	1	1.00002	1.00002	1.00002	1.0011	1.36028	1	1.00002
LOC101930452	1.18234	1.55924	1.52231	1.13626	1	1.24846	1.44752	1.47557	1.27804	1.17646	1.21513	1.29964
LOC102031319	1	1	2.11465	1.40965	1	1	1	1	1	1	1	1
LOC102060414	1	1	1.19582	1.17246	1	1	1	1	1.10144	1.92363	1	1
LOC102288414	81.803	103.78	134.205	25.4642	160.544	75.8928	101.835	115.385	30.3195	57.1998	91.0616	91.4903
LOC102467073	1.28035	1.53226	1.26098	1.06472	1	1.41382	1.37269	1.19203	1.34507	1.85226	1.15925	1.69871
LOC102467074	1	1	1	1	1	1	1	1	1	1	1	1
LOC102467075	1	1	1	1	1	1	1	1	1	1	1	1
LOC102467079	1	1	1	1	1	1	1	1	1	1	1	1
LOC102467080	1	1	1	1	1	1.1386	1	1	1	1	1	1
LOC102467081	1	1	1	1	1	1	1	1	1	1	1	1
LOC102467146	1.24401	1	1.22716	2.0133	1	1.21612	1.16219	1.25071	2.44476	1.22374	1	1
LOC102467147	1	1	1	1.44921	1	1.34497	1	1.40019	1.28844	1	1.33189	1
LOC102467212	1	1	1	1.17756	1	1	1	1	1	1	1	1
LOC102467213	1	1	3.52375	1	1	1	1.42399	3.78536	1	1	1	1
LOC102467214	1	1	1	2.03553	1	1	1	1	5.76194	1	1.07963	1
LOC102467216	1	1	1	1	1	1	1	1	1	1	1	1
LOC102467217	1	1	1	1	1	1	1	1	1	1	1	1
LOC102467223	1	1	1	1	1	1	1	1	1	1	1	1
LOC102467224	1	1	1	1	2.80311	1	1	1	1	1.31678	1	1
LOC102467225	1	1	1	1	1	1	1	1	1	1	1	1
LOC102467226	1	1	1	1	1	1	1	1	1	1	1	1
LOC102467655	1	1	1	1	1	1	1	1	1	1	1	1
LOC102477328	1	1	1	1	1	1	1	1	1	1	1	1
LOC102503427	1	1	1	1	1	1	1	1	1	1	1	1
LOC102546226	1.04128	1	1.07685	1.17171	1	1	1.05486	1.12722	1	1	1	1
LOC102546228	1	1	1	1	1	1	1	1	1	1	1	1
LOC102546229	1	1	1	1	1	1	1	1.36105	1	1	1	1
LOC102546294	1.21667	1.11753	1.25934	1.51526	1	1.30156	1.12344	1.22261	1.22753	1.11161	1.29012	1.13225
LOC102546298	1	1	1	1.5977	1	1	1	1	1.2166	1	1	1
LOC102546299	1	1	1	1.10736	1	1	1	1	1	1	1	1
LOC102577424	1.14454	1	1	1	1	1	1	1.14851	1	1.53242	1	1
LOC102577426	1	1	1	1	1	1	1	1	1	1	1	1
LOC102606465	7.38119	5.36944	6.16141	4.69861	3.15628	6.74432	4.26807	5.13798	3.77272	4.2189	8.844	3.96106
LOC102606466	1	1	1.08741	1	1	1	1	1	1	1	1	1
LOC102659288	1.053	1	1	1.07348	1	1.04694	1	1	1.03902	1	1.09033	1
LOC102723318	1.14923	1	1	1	1	1.2313	1	1	1	1	1.03179	1
LOC102723320	1	1	1	1.24732	1	1	1	1	1	1.33167	1	1
LOC102723344	1.05869	1	1.05463	1.32543	1	1.05198	1.07802	1	1.08646	1	1	1
LOC102723354	1.16791	1	1.15632	2.04688	2.74028	1.07436	1	1	3.47839	3.293	1	1.17936
LOC102723362	1	1	1	1	1	1	1	1	1	1	1	1
LOC102723373	1.30887	1	1.28754	1.1068	4.24167	1	1	1	1.11457	2.13983	1	1
LOC102723376	1	1	1	1	1	1	1	1	1.20905	1	1	1
LOC102723385	1.30212	1.93957	1.6882	1.7544	1	1.40283	1.30695	1.32471	1	1.55434	1	1.77858
LOC102723426	1	1	1	1	1	1	1	1	1	1	1	1
LOC102723427	1	1	1	1	1	1	1	1	1	1	1	1
LOC102723448	1	1	1	1	1	1	1	1	1	1	1	1
LOC102723483	1	1.78489	1.76971	1	1	1	1	1.16565	1	1	1.13737	1
LOC102723487	1	1	1	1	1	1	1	1	1	1	1	1
LOC102723505	1.36797	1	1	1	1	1.3259	1	1	1	1	1	1
LOC102723510	1.79518	1.30195	2.62859	1	1	1.56342	1.21142	1.4902	1	2.17483	1.54205	2.01925
LOC102723513	1.26197	1	1	1.36142	1	1.23202	1	1.26916	1	1	1.22322	1
LOC102723517	1	1	1	1	1	1	1	1	1	1	1	1
LOC102723544	1	1	1	1.1356	1	1	1	1	1	1	1	1
LOC102723562	1	1	1	1	1	1	1	1.17477	1	1	1	1
LOC102723578	1	1	1	1	1	1	1	1	1	1	1	1
LOC102723590	1	1	1	1	1	1	1.09655	1.07462	1	1	1	1
LOC102723605	1	1	1	1	1	1	1	1	1	1	1	1
LOC102723617	1	1	1	1	1	1	1	1	1	1	1	1
LOC102723631	1	1	1.11354	1	1	1	1	1.06264	1	1	1	1
LOC102723641	1	1	1	1	1	1	1	1	1.20771	2.19705	1	1
LOC102723742	1	1	1	1.96387	1	1	1	1	1	1	1	1
LOC102723769	1	1	1	1	1	1	1	1	1	1.09029	1	1
LOC102723809	1.44623	3.33726	1.61212	3.46694	1	1.47792	3.10871	2.32984	3.3805	1.30389	1.17744	3.38761
LOC102723824	1.14017	1	1	1.09719	1	1	1.06212	1	1.20763	1	1.03981	1
LOC102723854	1	1	1	1.04171	1.61729	1	1	1	1.0884	1	1	1
LOC102723859	1.11058	1.30292	1.10229	1.34981	5.19812	1.07939	1.26223	1.13474	1.59003	1.13504	1.05957	1.32097
LOC102723885	1.15861	1	1.29807	1.70155	1	1	1	1	1.88165	1.87867	1	1
LOC102723927	1.41791	1.45339	2.36167	1.89033	1	1.37013	1.11905	2.22679	1.70212	1.21522	1.30522	1.4145
LOC102724020	1	1	1	1	1	1	1	1	1	1	1	1
LOC102724034	1	1	1	1.10938	1	1	1	1	1	1	1	1
LOC102724050	1.18935	2.77069	1.11421	1.57684	1	1.14016	3.38816	1	1.11742	2.34727	1.1351	2.06438
LOC102724058	1	1	1	1	1	1.08287	1	1	1	1	1.01059	1
LOC102724084	1	1	1	1.67441	1	1	1	1	1	1	1	1
LOC102724094	1.65136	1	4.33505	2.57006	1	2.4422	1	3.67689	3.44741	1	1	2.73933
LOC102724153	1	1	1	1.68694	5.34975	1	1	1	1.36108	2.97687	1	1
LOC102724163	1	1.32867	1	1.11966	1	1	1	1	1	1	1	1
LOC102724188	1	1	1	1	1	1	1	1	1	1	1	1
LOC102724190	1.07277	1.06908	1.10161	1	1	1.1517	1.3636	1.17598	1	1.26264	1.21701	1.3109
LOC102724224	1.25967	1	1	1.71874	1	1.11499	1	1	1.09615	1.23845	1	1
LOC102724246	1	1	1	1.33326	1	1	1	1	1.05915	1.29179	1	1
LOC102724316	1.20029	1.46966	2.29219	17.4927	14.5775	1.14894	1.69924	2.04689	18.5352	14.1912	1.27693	2.1438
LOC102724321	1	1	1	1	1	1	1	1	1	1	1	1
LOC102724386	1	1	1.22231	1.04138	1	1	1.07937	1.24536	1	1	1.10174	1
LOC102724421	1	1	1	1	1	1	1	1	1	1	1	1
LOC102724467	1.10424	1	1.19408	1	1	1.18464	1	1.21419	1	1.76207	1	1
LOC102724484	1	1	1.04995	1.03719	1	1	1.07131	1.05512	1.1975	1.19424	1	1
LOC102724508	1	1	1	1.50553	1	1	1	1	1	1	1	1
LOC102724550	1	1	1	1.01479	1	1	1	1	1	1.03836	1	1
LOC102724555	1	1	1	1	1	1	1	1	1.12416	1	1	1
LOC102724558	1	1	1	1	1	1	1	1	1	1	1	1
LOC102724596	1.33155	1	1.15433	1.23358	1	1	1.22878	1	1.24619	1.30655	1.42376	1
LOC102724631	1	1	1	1	1	1	1	1	1	1	1	1
LOC102724651	1	1	1	1	1	1	1	1	1	1	1	1
LOC102724663	1.07672	1	1.07142	1.26576	1	1	1.10198	1.07882	1.05658	1	1	1.16388
LOC102724678	1	1	1	1	1	1	1	1	1	1	1	1
LOC102724691	2.74179	1.50876	1.87312	1	1	3.25466	2.0687	1.55064	1	1	4.19664	1
LOC102724814	2.08343	3.15282	2.76864	6.25409	4.34131	1.88271	3.14745	3.03605	10.0444	5.11452	1.65733	3.8607
LOC102724820	1.06056	1.34496	1.19733	1.10502	1	1.02682	1.36231	1.12445	1.17807	1	1	1.25876
LOC102724827	3.17153	1.65692	2.00789	1.82523	3.44992	2.95064	2.2461	1.69138	3.28919	3.00765	2.85519	2.50985
LOC102724849	1	1	1	1	1	1.0841	1.37872	1	1	1	1	1
LOC102724890	1.40101	1.25378	1.37334	1	1	1	1.17769	1.54936	1	1	1.45562	1.28556
LOC102724927	1	1.09491	1.13961	1.48519	1	1	1.06645	1.30816	1.51517	1.27132	1	1.05339
LOC102724933	1	1	1	1	1	1	1	1	1.08116	1	1	1
LOC102724958	1	1	1	1	1	1	1	1	1	1	1	1
LOC102800310	2.00102	1.23757	1	3.68449	1	2.88399	1.16634	1	2.76003	2.14802	2.59969	1
LOC102800315	1	1	1	1	1	1	1	1	1	1	1	1
LOC102800447	1	1	1	1.42133	1	1	1	1.12509	1	1	1	1
LOC103021295	65.5224	64.628	76.8364	18.2513	70.159	57.0749	56.2171	82.1013	20.7569	30.2287	79.2087	43.8982
LOC103091866	1.09199	1	1	1.22152	1	1.17891	1	1	1.23553	1.23192	1	1
LOC103171574	1	1	1	1	1	1	1	1	1	1	1	1
LOC103191607	1	1	1	1	1	1	1	1	1	1	1	1
LOC103312105	1	1	1	1	1	1	1	1	1	1	1	1
LOC113230	1.26772	1.20331	1.09969	4.339	28.2013	1.09484	1.07117	1.055	7.12667	14.2741	1.22812	1.11438
LOC115110	1	1	1	25.1605	72.506	1	1	1	40.9505	29.5922	1	1
LOC143666	1.68895	1.29728	1.26238	1.62991	1.64313	1.47151	1.24979	1.2574	1.27625	1.62108	1.6671	1.3345
LOC145474	1	1.06798	1.06667	1.04967	1	1	1.0952	1	1	1.12922	1	1.07649
LOC145783	1.79278	1.23766	2.53432	2.59215	1.42766	1.55432	1.63789	2.13606	2.13401	2.46413	1.51552	1.80223
LOC145837	1	1	1.18199	1.97609	1	1.03463	1.05198	1.20085	1.43137	1.70595	1.13326	1.04176
LOC145845	1.14761	1	1	1.10241	1	1.05603	1	1	1	1	1.05391	1
LOC146481	1	1	1	1	1	1	1	1	1	1	1	1
